Zip code;State;Metro;County name;Date;Home value ($ per m2)
Glenwood Springs;CO;Glenwood Springs;Garfield County;2019-04-01;3065
North Washington;CO;Denver-Aurora-Lakewood;Adams County;2019-01-01;261
Winter Park;CO;;Grand County;2019-02-01;454
Orchard City;CO;;Delta County;2019-04-01;149
Walden;CO;;Jackson County;2019-09-01;107
Hugo;CO;;Lincoln County;2019-11-01;84
Hugo;CO;;Lincoln County;2019-03-01;84
Hugo;CO;;Lincoln County;2019-02-01;84
Ridgway;CO;;Ouray County;2019-03-01;1898
Black Forest;CO;Colorado Springs;El Paso County;2019-05-01;1085
Bayfield;CO;Durango;La Plata County;2019-06-01;812
Mack;CO;Grand Junction;Mesa County;2019-04-01;180
Drake;CO;Fort Collins;Larimer County;2019-12-01;308
Gilcrest;CO;Greeley;Weld County;2019-07-01;181
Julesburg;CO;;Sedgwick County;2019-12-01;64
Olathe;CO;Montrose;Montrose County;2019-11-01;163
Hotchkiss;CO;;Delta County;2019-01-01;939
Westcliffe;CO;;Custer County;2019-11-01;130
Silt;CO;Glenwood Springs;Garfield County;2019-10-01;1402
Collbran;CO;Grand Junction;Mesa County;2019-10-01;299
Del Norte;CO;;Rio Grande County;2019-08-01;145
Del Norte;CO;;Rio Grande County;2019-09-01;145
U S A F Academy;CO;Colorado Springs;El Paso County;2019-01-01;149
Idaho Springs;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-12-01;248
Idaho Springs;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-03-01;248
Idaho Springs;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-07-01;248
Todd Creek;CO;Denver-Aurora-Lakewood;Adams County;2019-05-01;1841
Todd Creek;CO;Denver-Aurora-Lakewood;Adams County;2019-04-01;1841
Sterling;CO;Sterling;Logan County;2019-09-01;136
Peyton;CO;Colorado Springs;El Paso County;2019-05-01;423
Nederland;CO;Boulder;Boulder County;2019-01-01;347
Nederland;CO;Boulder;Boulder County;2019-03-01;347
Meeker;CO;;Rio Blanco County;2019-09-01;568
Cherry Hills Village;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-12-01;733
Avon;CO;Edwards;Eagle County;2019-12-01;461
Parachute;CO;Glenwood Springs;Garfield County;2019-11-01;545
Grant;CO;Denver-Aurora-Lakewood;Park County;2019-01-01;250
Bonanza City;CO;;Saguache County;2019-01-01;147
Saguache;CO;;Saguache County;2019-02-01;121
Pine;CO;Denver-Aurora-Lakewood;Jefferson County;2019-05-01;286
Pine;CO;Denver-Aurora-Lakewood;Jefferson County;2019-04-01;286
Tabernash;CO;;Grand County;2019-02-01;250
Green Mountain Falls;CO;Colorado Springs;El Paso County;2019-11-01;284
Center;CO;;Saguache County;2019-09-01;71
Antonito;CO;;Conejos County;2019-07-01;383
Lewis;CO;;Montezuma County;2019-07-01;176
Sargents;CO;;Saguache County;2019-01-01;111
Garcia;CO;;Costilla County;2019-07-01;63
Hooper;CO;;Alamosa County;2019-11-01;73
Hooper;CO;;Alamosa County;2019-06-01;73
Walsenburg;CO;;Huerfano County;2019-05-01;71
Joes;CO;;Yuma County;2019-06-01;133
Joes;CO;;Yuma County;2019-08-01;133
Crested Butte;CO;;Gunnison County;2019-02-01;1320
Crested Butte;CO;;Gunnison County;2019-09-01;1320
Ault;CO;Greeley;Weld County;2019-10-01;214
Ault;CO;Greeley;Weld County;2019-09-01;214
Hesperus;CO;Durango;La Plata County;2019-10-01;195
Hesperus;CO;Durango;La Plata County;2019-01-01;195
Nunn;CO;Greeley;Weld County;2019-05-01;231
Atwood;CO;Sterling;Logan County;2019-09-01;188
Limon;CO;;Lincoln County;2019-10-01;103
Genesee;CO;Denver-Aurora-Lakewood;Jefferson County;2019-02-01;317
Gill;CO;Greeley;Weld County;2019-06-01;277
Gill;CO;Greeley;Weld County;2019-02-01;277
Gill;CO;Greeley;Weld County;2019-04-01;277
Agate;CO;Denver-Aurora-Lakewood;Elbert County;2019-10-01;252
Agate;CO;Denver-Aurora-Lakewood;Elbert County;2019-04-01;252
Crook;CO;Sterling;Logan County;2019-08-01;137
Frisco;CO;Breckenridge;Summit County;2019-01-01;549
Creede;CO;;Mineral County;2019-07-01;199
Creede;CO;;Mineral County;2019-09-01;199
Fleming;CO;Sterling;Logan County;2019-10-01;132
Roxborough Park;CO;Denver-Aurora-Lakewood;Douglas County;2019-05-01;343
Roxborough Park;CO;Denver-Aurora-Lakewood;Douglas County;2019-04-01;343
Eckley;CO;;Yuma County;2019-01-01;83
Burlington;CO;;Kit Carson County;2019-11-01;90
Cedaredge;CO;;Delta County;2019-08-01;593
Bayfield;CO;Durango;La Plata County;2019-01-01;812
Fountain;CO;Colorado Springs;El Paso County;2019-11-01;328
Fort Morgan;CO;Fort Morgan;Morgan County;2019-01-01;94
Sterling;CO;Sterling;Logan County;2019-05-01;136
Penrose;CO;Cañon City;Fremont County;2019-05-01;181
Ignacio;CO;Durango;La Plata County;2019-12-01;180
Silverthorne;CO;Breckenridge;Summit County;2019-11-01;415
Rollinsville;CO;Denver-Aurora-Lakewood;Gilpin County;2019-11-01;193
Rollinsville;CO;Denver-Aurora-Lakewood;Gilpin County;2019-10-01;193
Rollinsville;CO;Denver-Aurora-Lakewood;Gilpin County;2019-07-01;193
Mack;CO;Grand Junction;Mesa County;2019-05-01;180
Columbine;CO;Denver-Aurora-Lakewood;Jefferson County;2019-07-01;238
Ramah;CO;Colorado Springs;El Paso County;2019-06-01;186
Bonanza City;CO;;Saguache County;2019-10-01;147
Delta;CO;;Delta County;2019-01-01;141
Gypsum;CO;Edwards;Eagle County;2019-05-01;1004
Yuma;CO;;Yuma County;2019-03-01;118
Salida;CO;;Chaffee County;2019-05-01;1671
Salida;CO;;Chaffee County;2019-01-01;1671
Berkley;CO;Denver-Aurora-Lakewood;Adams County;2019-09-01;1566
Louisville;CO;Boulder;Boulder County;2019-03-01;373
Milliken;CO;Greeley;Weld County;2019-11-01;185
Breckenridge;CO;Breckenridge;Summit County;2019-06-01;530
Larkspur;CO;Denver-Aurora-Lakewood;Douglas County;2019-11-01;2301
Platteville;CO;Greeley;Weld County;2019-02-01;210
Gleneagle;CO;Colorado Springs;El Paso County;2019-12-01;211
Estes Park;CO;Fort Collins;Larimer County;2019-10-01;790
Johnstown;CO;Greeley;Weld County;2019-09-01;170
La Salle;CO;Greeley;Weld County;2019-04-01;206
Estes Park;CO;Fort Collins;Larimer County;2019-12-01;790
Peyton;CO;Colorado Springs;El Paso County;2019-11-01;423
Steamboat Springs;CO;Steamboat Springs;Routt County;2019-06-01;1100
Greenwood Village;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-03-01;494
Avon;CO;Edwards;Eagle County;2019-06-01;461
Pagosa Springs;CO;;Archuleta County;2019-10-01;268
Pagosa Springs;CO;;Archuleta County;2019-06-01;268
Bayfield;CO;Durango;La Plata County;2019-04-01;812
Morrison;CO;Denver-Aurora-Lakewood;Jefferson County;2019-06-01;634
Morrison;CO;Denver-Aurora-Lakewood;Jefferson County;2019-08-01;634
Fort Morgan;CO;Fort Morgan;Morgan County;2019-10-01;94
Fort Morgan;CO;Fort Morgan;Morgan County;2019-04-01;94
Elbert;CO;Colorado Springs;El Paso County;2019-03-01;199
Leadville;CO;;Lake County;2019-12-01;211
Berthoud;CO;Fort Collins;Larimer County;2019-12-01;19976
Colorado Springs;CO;Colorado Springs;El Paso County;2019-07-01;300
Fountain;CO;Colorado Springs;El Paso County;2019-06-01;328
Fountain;CO;Colorado Springs;El Paso County;2019-04-01;328
Black Forest;CO;Colorado Springs;El Paso County;2019-04-01;1085
Pagosa Springs;CO;;Archuleta County;2019-01-01;268
Louisville;CO;Boulder;Boulder County;2019-11-01;373
Brighton;CO;Denver-Aurora-Lakewood;Adams County;2019-04-01;330
Lone Tree;CO;Denver-Aurora-Lakewood;Douglas County;2019-10-01;222
Clifton;CO;Grand Junction;Mesa County;2019-10-01;572
Clifton;CO;Grand Junction;Mesa County;2019-09-01;572
Coaldale;CO;Cañon City;Fremont County;2019-06-01;221
Coaldale;CO;Cañon City;Fremont County;2019-04-01;221
Security-Widefield;CO;Colorado Springs;El Paso County;2019-01-01;353
Weston;CO;;Las Animas County;2019-12-01;143
Dove Creek;CO;;Dolores County;2019-03-01;86
Columbine;CO;Denver-Aurora-Lakewood;Jefferson County;2019-11-01;238
Evergreen;CO;Denver-Aurora-Lakewood;Jefferson County;2019-12-01;557
Evergreen;CO;Denver-Aurora-Lakewood;Jefferson County;2019-11-01;557
Fort Lupton;CO;Greeley;Weld County;2019-10-01;219
Chromo;CO;;Archuleta County;2019-03-01;178
Alamosa;CO;;Alamosa County;2019-02-01;134
Placerville;CO;;San Miguel County;2019-12-01;321
Iliff;CO;Sterling;Logan County;2019-11-01;159
Trinchera;CO;;Las Animas County;2019-08-01;129
Haswell;CO;;Kiowa County;2019-04-01;32
Avondale;CO;Pueblo;Pueblo County;2019-08-01;117
Bennett;CO;Denver-Aurora-Lakewood;Adams County;2019-04-01;1540
Kit Carson;CO;;Cheyenne County;2019-11-01;63
Model;CO;;Las Animas County;2019-09-01;130
Fort Garland;CO;;Costilla County;2019-01-01;143
Red Cliff;CO;Edwards;Eagle County;2019-01-01;293
Stoneham;CO;Greeley;Weld County;2019-01-01;261
Ohio City;CO;;Gunnison County;2019-09-01;239
Silverton;CO;;San Juan County;2019-03-01;196
Bond;CO;Edwards;Eagle County;2019-08-01;312
Branson;CO;;Las Animas County;2019-08-01;70
Sedgwick;CO;;Sedgwick County;2019-05-01;42
Jefferson;CO;Denver-Aurora-Lakewood;Park County;2019-06-01;238
Pueblo;CO;Pueblo;Pueblo County;2019-11-01;165
Pueblo;CO;Pueblo;Pueblo County;2019-01-01;165
Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-06-01;423
Westminster;CO;Denver-Aurora-Lakewood;Adams County;2019-06-01;625
Sheridan Lake;CO;;Kiowa County;2019-10-01;82
Grand Junction;CO;Grand Junction;Mesa County;2019-11-01;502
Allenspark;CO;Boulder;Boulder County;2019-02-01;417
Pritchett;CO;;Baca County;2019-03-01;43
Littleton;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-09-01;335
Kittredge;CO;Denver-Aurora-Lakewood;Jefferson County;2019-09-01;325
Thornton;CO;Denver-Aurora-Lakewood;Adams County;2019-01-01;401
Hayden;CO;Steamboat Springs;Routt County;2019-08-01;196
Joes;CO;;Yuma County;2019-04-01;133
Hartsel;CO;Denver-Aurora-Lakewood;Park County;2019-12-01;354
Parshall;CO;;Grand County;2019-05-01;304
Mack;CO;Grand Junction;Mesa County;2019-12-01;180
Cripple Creek;CO;Colorado Springs;Teller County;2019-01-01;172
Fairplay;CO;Denver-Aurora-Lakewood;Park County;2019-05-01;1142
Fairplay;CO;Denver-Aurora-Lakewood;Park County;2019-08-01;1142
Niwot;CO;Boulder;Boulder County;2019-06-01;328
Lake City;CO;;Hinsdale County;2019-09-01;182
Wild Horse;CO;;Cheyenne County;2019-01-01;104
Minturn;CO;Edwards;Eagle County;2019-12-01;930
Almont;CO;;Gunnison County;2019-03-01;329
Almont;CO;;Gunnison County;2019-05-01;329
Jamestown;CO;Boulder;Boulder County;2019-06-01;337
Jamestown;CO;Boulder;Boulder County;2019-01-01;337
Jamestown;CO;Boulder;Boulder County;2019-04-01;337
Hamilton;CO;Craig;Moffat County;2019-07-01;164
Anton;CO;;Washington County;2019-05-01;108
Saint Marys;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-08-01;243
Saint Marys;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-04-01;243
Nucla;CO;Montrose;Montrose County;2019-10-01;90
Dove Creek;CO;;Dolores County;2019-08-01;86
Avondale;CO;Pueblo;Pueblo County;2019-05-01;117
San Luis;CO;;Costilla County;2019-04-01;80
Eads;CO;;Kiowa County;2019-06-01;36
Florence;CO;Cañon City;Fremont County;2019-07-01;137
Columbine Valley;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-01-01;2185
Saguache;CO;;Saguache County;2019-05-01;121
Wetmore;CO;;Custer County;2019-10-01;106
Tabernash;CO;;Grand County;2019-09-01;250
Dillon;CO;Breckenridge;Summit County;2019-12-01;514
Drake;CO;Fort Collins;Larimer County;2019-10-01;308
Gilcrest;CO;Greeley;Weld County;2019-03-01;181
Gilcrest;CO;Greeley;Weld County;2019-04-01;181
Nunn;CO;Greeley;Weld County;2019-10-01;231
Placerville;CO;;San Miguel County;2019-11-01;321
Placerville;CO;;San Miguel County;2019-04-01;321
Norwood;CO;;San Miguel County;2019-09-01;188
Hartman;CO;;Prowers County;2019-12-01;32
Hartman;CO;;Prowers County;2019-02-01;32
Snowmass Village;CO;Glenwood Springs;Pitkin County;2019-05-01;3051
Guffey;CO;Denver-Aurora-Lakewood;Park County;2019-04-01;238
Arapahoe;CO;;Cheyenne County;2019-02-01;110
Alma;CO;Denver-Aurora-Lakewood;Park County;2019-10-01;303
Alma;CO;Denver-Aurora-Lakewood;Park County;2019-07-01;303
Starkville;CO;;Las Animas County;2019-06-01;70
Starkville;CO;;Las Animas County;2019-02-01;70
Yellow Jacket;CO;;Montezuma County;2019-02-01;166
Redstone;CO;Glenwood Springs;Pitkin County;2019-12-01;329
Redstone;CO;Glenwood Springs;Pitkin County;2019-02-01;329
Peetz;CO;Sterling;Logan County;2019-05-01;132
Cheyenne Wells;CO;;Cheyenne County;2019-10-01;72
Cheyenne Wells;CO;;Cheyenne County;2019-03-01;72
Grover;CO;Greeley;Weld County;2019-05-01;225
Moffat;CO;;Saguache County;2019-11-01;127
Rye;CO;Pueblo;Pueblo County;2019-07-01;163
Briggsdale;CO;Greeley;Weld County;2019-10-01;223
Briggsdale;CO;Greeley;Weld County;2019-03-01;223
Briggsdale;CO;Greeley;Weld County;2019-07-01;223
Snyder;CO;Fort Morgan;Morgan County;2019-02-01;113
Hasty;CO;;Bent County;2019-03-01;46
Hasty;CO;;Bent County;2019-06-01;46
Saguache;CO;;Saguache County;2019-01-01;121
Brush;CO;Fort Morgan;Morgan County;2019-11-01;95
Brush;CO;Fort Morgan;Morgan County;2019-05-01;95
Milliken;CO;Greeley;Weld County;2019-10-01;185
Arlington;CO;;Kiowa County;2019-02-01;29
Sargents;CO;;Saguache County;2019-03-01;111
Gardner;CO;;Huerfano County;2019-01-01;165
Olathe;CO;Montrose;Montrose County;2019-02-01;163
Meridian;CO;Denver-Aurora-Lakewood;Douglas County;2019-10-01;235
Meridian;CO;Denver-Aurora-Lakewood;Douglas County;2019-04-01;235
New Castle;CO;Glenwood Springs;Garfield County;2019-06-01;895
Ignacio;CO;Durango;La Plata County;2019-05-01;180
Ignacio;CO;Durango;La Plata County;2019-01-01;180
Rico;CO;;Dolores County;2019-07-01;192
Gold Hill;CO;Boulder;Boulder County;2019-11-01;291
Sheridan;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-05-01;299
Silver Plume;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-05-01;239
Meredith;CO;Glenwood Springs;Pitkin County;2019-06-01;379
Swink;CO;;Otero County;2019-01-01;63
Florence;CO;Cañon City;Fremont County;2019-04-01;137
Calhan;CO;Colorado Springs;El Paso County;2019-03-01;182
Manzanola;CO;;Otero County;2019-08-01;80
Mount Crested Butte;CO;;Gunnison County;2019-09-01;351
Brookside;CO;Cañon City;Fremont County;2019-11-01;156
Burlington;CO;;Kit Carson County;2019-05-01;90
Cheyenne Wells;CO;;Cheyenne County;2019-02-01;72
Cheyenne Wells;CO;;Cheyenne County;2019-09-01;72
Dacono;CO;Greeley;Weld County;2019-03-01;218
Dacono;CO;Greeley;Weld County;2019-01-01;218
Dacono;CO;Greeley;Weld County;2019-09-01;218
Walsenburg;CO;;Huerfano County;2019-07-01;71
Walsenburg;CO;;Huerfano County;2019-08-01;71
Del Norte;CO;;Rio Grande County;2019-01-01;145
Byers;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-03-01;1957
Lochbuie;CO;Greeley;Weld County;2019-07-01;209
Todd Creek;CO;Denver-Aurora-Lakewood;Adams County;2019-12-01;1841
Granby;CO;;Grand County;2019-09-01;249
Idaho Springs;CO;Denver-Aurora-Lakewood;Clear Creek County;2019-05-01;248
Gleneagle;CO;Colorado Springs;El Paso County;2019-03-01;211
Gleneagle;CO;Colorado Springs;El Paso County;2019-05-01;211
Kiowa;CO;Denver-Aurora-Lakewood;Elbert County;2019-01-01;248
Paonia;CO;;Delta County;2019-06-01;179
Timnath;CO;Fort Collins;Larimer County;2019-09-01;5103
Dolores;CO;;Montezuma County;2019-11-01;229
Dolores;CO;;Montezuma County;2019-03-01;229
Penrose;CO;Cañon City;Fremont County;2019-12-01;181
Frisco;CO;Breckenridge;Summit County;2019-12-01;549
Larkspur;CO;Denver-Aurora-Lakewood;Douglas County;2019-02-01;2301
Platteville;CO;Greeley;Weld County;2019-09-01;210
Collbran;CO;Grand Junction;Mesa County;2019-04-01;299
Keystone;CO;Breckenridge;Summit County;2019-02-01;882
Oak Creek;CO;Steamboat Springs;Routt County;2019-06-01;1154
Oak Creek;CO;Steamboat Springs;Routt County;2019-04-01;1154
Monte Vista;CO;;Rio Grande County;2019-02-01;112
Weldona;CO;Fort Morgan;Morgan County;2019-03-01;140
Sawpit;CO;;San Miguel County;2019-04-01;378
La Salle;CO;Greeley;Weld County;2019-07-01;206
La Salle;CO;Greeley;Weld County;2019-01-01;206
Avondale;CO;Pueblo;Pueblo County;2019-04-01;117
Columbine Valley;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-08-01;2185
Foxfield;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-06-01;294
Hudson;CO;Greeley;Weld County;2019-12-01;300
Hudson;CO;Greeley;Weld County;2019-11-01;300
Merino;CO;Sterling;Logan County;2019-03-01;154
Lyons;CO;Boulder;Boulder County;2019-08-01;357
Cotopaxi;CO;Cañon City;Fremont County;2019-05-01;198
Whitewater;CO;Grand Junction;Mesa County;2019-05-01;207
Colorado Springs;CO;Colorado Springs;El Paso County;2019-10-01;300
Greeley;CO;Greeley;Weld County;2019-06-01;196
Weston;CO;;Las Animas County;2019-08-01;143
Howard;CO;Cañon City;Fremont County;2019-02-01;237
Model;CO;;Las Animas County;2019-10-01;130
Castle Rock;CO;Denver-Aurora-Lakewood;Douglas County;2019-12-01;184
Bow Mar;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-11-01;474
Grand Junction;CO;Grand Junction;Mesa County;2019-05-01;502
Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;2019-10-01;457
Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;2019-01-01;457
Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;2019-02-01;457
Pueblo;CO;Pueblo;Pueblo County;2019-03-01;165
Nucla;CO;Montrose;Montrose County;2019-03-01;90
Nucla;CO;Montrose;Montrose County;2019-09-01;90
Fort Collins;CO;Fort Collins;Larimer County;2019-07-01;718
Wetmore;CO;;Custer County;2019-12-01;106
Longmont;CO;Boulder;Boulder County;2019-08-01;477
Nunn;CO;Greeley;Weld County;2019-08-01;231
Atwood;CO;Sterling;Logan County;2019-02-01;188
Northglenn;CO;Denver-Aurora-Lakewood;Adams County;2019-04-01;396
Thornton;CO;Denver-Aurora-Lakewood;Adams County;2019-11-01;401
Broomfield;CO;Denver-Aurora-Lakewood;Broomfield County;2019-05-01;269
Edgewater;CO;Denver-Aurora-Lakewood;Jefferson County;2019-07-01;408
Edgewater;CO;Denver-Aurora-Lakewood;Jefferson County;2019-04-01;408
Parlin;CO;;Gunnison County;2019-12-01;273
Parlin;CO;;Gunnison County;2019-01-01;273
Stratmoor;CO;Colorado Springs;El Paso County;2019-08-01;231
Stratmoor;CO;Colorado Springs;El Paso County;2019-02-01;231
Cowdrey;CO;;Jackson County;2019-04-01;62
Hesperus;CO;Durango;La Plata County;2019-09-01;195
Laporte;CO;Fort Collins;Larimer County;2019-05-01;2044
Laporte;CO;Fort Collins;Larimer County;2019-08-01;2044
Fowler;CO;;Otero County;2019-09-01;76
Akron;CO;;Washington County;2019-02-01;95
Mancos;CO;;Montezuma County;2019-10-01;280
Parachute;CO;Glenwood Springs;Garfield County;2019-03-01;545
Walsenburg;CO;;Huerfano County;2019-02-01;71
Romeo;CO;;Conejos County;2019-01-01;61
Romeo;CO;;Conejos County;2019-09-01;61
Meeker;CO;;Rio Blanco County;2019-07-01;568
Meeker;CO;;Rio Blanco County;2019-01-01;568
Limon;CO;;Lincoln County;2019-09-01;103
Genesee;CO;Denver-Aurora-Lakewood;Jefferson County;2019-06-01;317
Manitou Springs;CO;Colorado Springs;El Paso County;2019-09-01;324
Cedaredge;CO;;Delta County;2019-01-01;593
Antonito;CO;;Conejos County;2019-01-01;383
Rangely;CO;;Rio Blanco County;2019-05-01;107
Calhan;CO;Colorado Springs;El Paso County;2019-06-01;182
Yuma;CO;;Yuma County;2019-01-01;118
Hotchkiss;CO;;Delta County;2019-11-01;939
Hotchkiss;CO;;Delta County;2019-05-01;939
Livermore;CO;Fort Collins;Larimer County;2019-03-01;3814
Livermore;CO;Fort Collins;Larimer County;2019-02-01;3814
Nathrop;CO;;Chaffee County;2019-07-01;289
Sheridan Lake;CO;;Kiowa County;2019-12-01;82
Victor;CO;Colorado Springs;Teller County;2019-11-01;122
Indian Hills;CO;Denver-Aurora-Lakewood;Jefferson County;2019-11-01;1939
Glade Park;CO;Grand Junction;Mesa County;2019-10-01;205
Glade Park;CO;Grand Junction;Mesa County;2019-07-01;205
Crook;CO;Sterling;Logan County;2019-10-01;137
Sedgwick;CO;;Sedgwick County;2019-10-01;42
Sedgwick;CO;;Sedgwick County;2019-09-01;42
Wild Horse;CO;;Cheyenne County;2019-07-01;104
Vona;CO;;Kit Carson County;2019-06-01;78
Bedrock;CO;Montrose;Montrose County;2019-11-01;183
Amherst;CO;;Phillips County;2019-10-01;66
Amherst;CO;;Phillips County;2019-07-01;66
Placerville;CO;;San Miguel County;2019-10-01;321
Almont;CO;;Gunnison County;2019-01-01;329
Almont;CO;;Gunnison County;2019-02-01;329
Allenspark;CO;Boulder;Boulder County;2019-05-01;417
Hot Sulphur Springs;CO;;Grand County;2019-06-01;188
Haswell;CO;;Kiowa County;2019-03-01;32
Mountain Village;CO;;San Miguel County;2019-07-01;1705
Woodrow;CO;;Washington County;2019-02-01;97
Montezuma;CO;Breckenridge;Summit County;2019-04-01;479
Clark;CO;Steamboat Springs;Routt County;2019-09-01;283
Silver Cliff;CO;;Custer County;2019-01-01;110
Hamilton;CO;Craig;Moffat County;2019-10-01;164
Arriba;CO;;Lincoln County;2019-03-01;59
Cope;CO;;Washington County;2019-11-01;3678
Centennial;CO;Denver-Aurora-Lakewood;Arapahoe County;2019-09-01;265
Highlands Ranch;CO;Denver-Aurora-Lakewood;Douglas County;2019-05-01;457
Lakewood;CO;Denver-Aurora-Lakewood;Jefferson County;2019-03-01;423
Boulder;CO;Boulder;Boulder County;2019-07-01;778
Wheat Ridge;CO;Denver-Aurora-Lakewood;Jefferson County;2019-10-01;513
